sample_index,image_id,relative_path,target_class_id,target_class_name,openai_clip_category,eva02_clip_category,openai_clip_baseline_top1_class_id,openai_clip_baseline_top1_class_name,openai_clip_fudd_top1_class_id,openai_clip_fudd_top1_class_name,openai_clip_baseline_target_rank,openai_clip_fudd_target_rank,eva02_clip_baseline_top1_class_id,eva02_clip_baseline_top1_class_name,eva02_clip_fudd_top1_class_id,eva02_clip_fudd_top1_class_name,eva02_clip_baseline_target_rank,eva02_clip_fudd_target_rank
3427,7025,120.Fox_Sparrow/Fox_Sparrow_0081_115630.jpg,119,Fox Sparrow,both_correct,both_correct,119,Fox Sparrow,119,Fox Sparrow,1,1,119,Fox Sparrow,119,Fox Sparrow,1,1
3428,7026,120.Fox_Sparrow/Fox_Sparrow_0094_114634.jpg,119,Fox Sparrow,both_correct,both_correct,119,Fox Sparrow,119,Fox Sparrow,1,1,119,Fox Sparrow,119,Fox Sparrow,1,1
3429,7027,120.Fox_Sparrow/Fox_Sparrow_0015_114650.jpg,119,Fox Sparrow,both_wrong,both_wrong,124,Lincoln Sparrow,124,Lincoln Sparrow,8,7,124,Lincoln Sparrow,124,Lincoln Sparrow,5,5
3430,7030,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0067_115979.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3431,7032,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0117_115983.jpg,120,Grasshopper Sparrow,degraded,both_wrong,120,Grasshopper Sparrow,87,Western Meadowlark,1,3,84,Horned Lark,84,Horned Lark,2,2
3432,7033,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0009_115984.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3433,7034,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0053_115991.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3434,7036,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0075_116260.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3435,7037,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0109_115750.jpg,120,Grasshopper Sparrow,recovered,both_correct,116,Clay-colored Sparrow,120,Grasshopper Sparrow,2,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3436,7040,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0120_116021.jpg,120,Grasshopper Sparrow,recovered,both_correct,116,Clay-colored Sparrow,120,Grasshopper Sparrow,2,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3437,7041,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0060_15159.jpg,120,Grasshopper Sparrow,both_wrong,both_correct,116,Clay-colored Sparrow,123,Le-Conte Sparrow,7,3,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3438,7043,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0107_116286.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3439,7047,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0044_115681.jpg,120,Grasshopper Sparrow,recovered,both_correct,116,Clay-colored Sparrow,120,Grasshopper Sparrow,2,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3440,7048,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0082_116300.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3441,7051,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0078_116052.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3442,7054,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0116_116066.jpg,120,Grasshopper Sparrow,recovered,both_correct,116,Clay-colored Sparrow,120,Grasshopper Sparrow,2,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3443,7056,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0099_116069.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3444,7058,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0069_116332.jpg,120,Grasshopper Sparrow,both_wrong,both_correct,12,Bobolink,12,Bobolink,8,6,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3445,7060,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0015_116352.jpg,120,Grasshopper Sparrow,recovered,both_correct,116,Clay-colored Sparrow,120,Grasshopper Sparrow,2,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3446,7061,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0106_116028.jpg,120,Grasshopper Sparrow,both_wrong,recovered,116,Clay-colored Sparrow,127,Seaside Sparrow,3,2,12,Bobolink,120,Grasshopper Sparrow,2,1
3447,7062,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0012_115849.jpg,120,Grasshopper Sparrow,both_wrong,both_correct,116,Clay-colored Sparrow,118,Field Sparrow,3,3,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3448,7064,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0021_116107.jpg,120,Grasshopper Sparrow,both_wrong,both_wrong,132,White-throated Sparrow,87,Western Meadowlark,5,4,84,Horned Lark,84,Horned Lark,3,3
3449,7065,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0121_116110.jpg,120,Grasshopper Sparrow,both_correct,recovered,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,116,Clay-colored Sparrow,120,Grasshopper Sparrow,2,1
3450,7067,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0006_115864.jpg,120,Grasshopper Sparrow,both_wrong,both_correct,123,Le-Conte Sparrow,123,Le-Conte Sparrow,3,2,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3451,7068,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0016_115695.jpg,120,Grasshopper Sparrow,both_wrong,both_correct,116,Clay-colored Sparrow,116,Clay-colored Sparrow,2,2,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3452,7069,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0077_116127.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3453,7072,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0043_115880.jpg,120,Grasshopper Sparrow,both_correct,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,12,Bobolink,12,Bobolink,2,2
3454,7073,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0108_115894.jpg,120,Grasshopper Sparrow,recovered,both_correct,116,Clay-colored Sparrow,120,Grasshopper Sparrow,2,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3455,7078,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0102_116101.jpg,120,Grasshopper Sparrow,recovered,degraded,116,Clay-colored Sparrow,120,Grasshopper Sparrow,2,1,120,Grasshopper Sparrow,118,Field Sparrow,1,2
3456,7081,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0049_115918.jpg,120,Grasshopper Sparrow,both_wrong,recovered,116,Clay-colored Sparrow,116,Clay-colored Sparrow,6,3,12,Bobolink,120,Grasshopper Sparrow,2,1
3457,7083,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0051_115923.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3458,7085,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0011_115937.jpg,120,Grasshopper Sparrow,both_wrong,both_correct,116,Clay-colored Sparrow,87,Western Meadowlark,3,2,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3459,7087,121.Grasshopper_Sparrow/Grasshopper_Sparrow_0101_116094.jpg,120,Grasshopper Sparrow,both_correct,both_correct,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,1,1
3460,7091,122.Harris_Sparrow/Harris_Sparrow_0007_116484.jpg,121,Harris Sparrow,both_wrong,both_correct,122,Henslow Sparrow,122,Henslow Sparrow,4,2,121,Harris Sparrow,121,Harris Sparrow,1,1
3461,7092,122.Harris_Sparrow/Harris_Sparrow_0087_116490.jpg,121,Harris Sparrow,recovered,recovered,127,Seaside Sparrow,121,Harris Sparrow,3,1,122,Henslow Sparrow,121,Harris Sparrow,2,1
3462,7094,122.Harris_Sparrow/Harris_Sparrow_0014_116494.jpg,121,Harris Sparrow,both_wrong,both_wrong,131,White-crowned Sparrow,131,White-crowned Sparrow,5,2,131,White-crowned Sparrow,131,White-crowned Sparrow,10,8
3463,7095,122.Harris_Sparrow/Harris_Sparrow_0042_116499.jpg,121,Harris Sparrow,both_wrong,recovered,116,Clay-colored Sparrow,116,Clay-colored Sparrow,5,3,116,Clay-colored Sparrow,121,Harris Sparrow,3,1
3464,7096,122.Harris_Sparrow/Harris_Sparrow_0076_116509.jpg,121,Harris Sparrow,both_wrong,both_wrong,116,Clay-colored Sparrow,118,Field Sparrow,4,3,116,Clay-colored Sparrow,122,Henslow Sparrow,3,3
3465,7100,122.Harris_Sparrow/Harris_Sparrow_0084_116519.jpg,121,Harris Sparrow,both_wrong,recovered,116,Clay-colored Sparrow,122,Henslow Sparrow,4,3,116,Clay-colored Sparrow,121,Harris Sparrow,3,1
3466,7102,122.Harris_Sparrow/Harris_Sparrow_0089_116531.jpg,121,Harris Sparrow,both_correct,both_wrong,121,Harris Sparrow,121,Harris Sparrow,1,1,113,Black-throated Sparrow,113,Black-throated Sparrow,5,2
3467,7104,122.Harris_Sparrow/Harris_Sparrow_0085_116534.jpg,121,Harris Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,10,7,122,Henslow Sparrow,122,Henslow Sparrow,4,2
3468,7105,122.Harris_Sparrow/Harris_Sparrow_0082_116660.jpg,121,Harris Sparrow,both_wrong,both_correct,122,Henslow Sparrow,122,Henslow Sparrow,3,2,121,Harris Sparrow,121,Harris Sparrow,1,1
3469,7110,122.Harris_Sparrow/Harris_Sparrow_0090_116664.jpg,121,Harris Sparrow,both_wrong,both_correct,116,Clay-colored Sparrow,122,Henslow Sparrow,5,4,121,Harris Sparrow,121,Harris Sparrow,1,1
3470,7112,122.Harris_Sparrow/Harris_Sparrow_0060_116576.jpg,121,Harris Sparrow,both_wrong,both_wrong,116,Clay-colored Sparrow,116,Clay-colored Sparrow,7,3,116,Clay-colored Sparrow,116,Clay-colored Sparrow,4,4
3471,7114,122.Harris_Sparrow/Harris_Sparrow_0004_116581.jpg,121,Harris Sparrow,recovered,recovered,116,Clay-colored Sparrow,121,Harris Sparrow,7,1,114,Brewer Sparrow,121,Harris Sparrow,3,1
3472,7115,122.Harris_Sparrow/Harris_Sparrow_0083_116588.jpg,121,Harris Sparrow,recovered,recovered,116,Clay-colored Sparrow,121,Harris Sparrow,4,1,116,Clay-colored Sparrow,121,Harris Sparrow,2,1
3473,7118,122.Harris_Sparrow/Harris_Sparrow_0045_116603.jpg,121,Harris Sparrow,both_correct,recovered,121,Harris Sparrow,121,Harris Sparrow,1,1,122,Henslow Sparrow,121,Harris Sparrow,2,1
3474,7119,122.Harris_Sparrow/Harris_Sparrow_0059_116608.jpg,121,Harris Sparrow,both_wrong,both_wrong,122,Henslow Sparrow,122,Henslow Sparrow,3,2,116,Clay-colored Sparrow,116,Clay-colored Sparrow,3,3
3475,7121,122.Harris_Sparrow/Harris_Sparrow_0002_116356.jpg,121,Harris Sparrow,both_wrong,both_wrong,116,Clay-colored Sparrow,116,Clay-colored Sparrow,3,2,116,Clay-colored Sparrow,116,Clay-colored Sparrow,3,3
3476,7122,122.Harris_Sparrow/Harris_Sparrow_0066_116362.jpg,121,Harris Sparrow,both_wrong,recovered,116,Clay-colored Sparrow,122,Henslow Sparrow,5,3,122,Henslow Sparrow,121,Harris Sparrow,2,1
3477,7125,122.Harris_Sparrow/Harris_Sparrow_0050_116369.jpg,121,Harris Sparrow,both_wrong,both_wrong,116,Clay-colored Sparrow,120,Grasshopper Sparrow,9,7,116,Clay-colored Sparrow,116,Clay-colored Sparrow,3,3
3478,7126,122.Harris_Sparrow/Harris_Sparrow_0086_116373.jpg,121,Harris Sparrow,both_wrong,both_correct,118,Field Sparrow,118,Field Sparrow,4,4,121,Harris Sparrow,121,Harris Sparrow,1,1
3479,7128,122.Harris_Sparrow/Harris_Sparrow_0010_116376.jpg,121,Harris Sparrow,both_wrong,both_correct,122,Henslow Sparrow,122,Henslow Sparrow,3,2,121,Harris Sparrow,121,Harris Sparrow,1,1
3480,7130,122.Harris_Sparrow/Harris_Sparrow_0033_116380.jpg,121,Harris Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,7,5,122,Henslow Sparrow,122,Henslow Sparrow,3,3
3481,7131,122.Harris_Sparrow/Harris_Sparrow_0063_116383.jpg,121,Harris Sparrow,both_wrong,both_wrong,116,Clay-colored Sparrow,122,Henslow Sparrow,6,2,113,Black-throated Sparrow,113,Black-throated Sparrow,4,2
3482,7133,122.Harris_Sparrow/Harris_Sparrow_0001_116398.jpg,121,Harris Sparrow,both_wrong,recovered,116,Clay-colored Sparrow,124,Lincoln Sparrow,6,2,116,Clay-colored Sparrow,121,Harris Sparrow,2,1
3483,7134,122.Harris_Sparrow/Harris_Sparrow_0021_116399.jpg,121,Harris Sparrow,both_wrong,both_wrong,116,Clay-colored Sparrow,120,Grasshopper Sparrow,,,116,Clay-colored Sparrow,116,Clay-colored Sparrow,8,6
3484,7135,122.Harris_Sparrow/Harris_Sparrow_0070_116400.jpg,121,Harris Sparrow,both_wrong,both_wrong,123,Le-Conte Sparrow,123,Le-Conte Sparrow,6,5,124,Lincoln Sparrow,124,Lincoln Sparrow,4,3
3485,7137,122.Harris_Sparrow/Harris_Sparrow_0075_116404.jpg,121,Harris Sparrow,recovered,both_correct,116,Clay-colored Sparrow,121,Harris Sparrow,3,1,121,Harris Sparrow,121,Harris Sparrow,1,1
3486,7138,122.Harris_Sparrow/Harris_Sparrow_0048_116405.jpg,121,Harris Sparrow,recovered,both_correct,122,Henslow Sparrow,121,Harris Sparrow,2,1,121,Harris Sparrow,121,Harris Sparrow,1,1
3487,7140,122.Harris_Sparrow/Harris_Sparrow_0017_116636.jpg,121,Harris Sparrow,recovered,recovered,116,Clay-colored Sparrow,121,Harris Sparrow,4,1,116,Clay-colored Sparrow,121,Harris Sparrow,2,1
3488,7148,122.Harris_Sparrow/Harris_Sparrow_0067_116707.jpg,121,Harris Sparrow,both_wrong,both_wrong,122,Henslow Sparrow,122,Henslow Sparrow,6,4,122,Henslow Sparrow,130,Vesper Sparrow,4,4
3489,7149,122.Harris_Sparrow/Harris_Sparrow_0071_116476.jpg,121,Harris Sparrow,both_wrong,both_wrong,112,Baird Sparrow,112,Baird Sparrow,9,5,122,Henslow Sparrow,122,Henslow Sparrow,2,3
3490,7150,123.Henslow_Sparrow/Henslow_Sparrow_0046_116740.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,3,3,120,Grasshopper Sparrow,130,Vesper Sparrow,3,3
3491,7153,123.Henslow_Sparrow/Henslow_Sparrow_0043_116756.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,4,4,123,Le-Conte Sparrow,123,Le-Conte Sparrow,7,7
3492,7155,123.Henslow_Sparrow/Henslow_Sparrow_0017_796591.jpg,122,Henslow Sparrow,recovered,both_wrong,116,Clay-colored Sparrow,122,Henslow Sparrow,2,1,121,Harris Sparrow,121,Harris Sparrow,2,2
3493,7159,123.Henslow_Sparrow/Henslow_Sparrow_0073_116803.jpg,122,Henslow Sparrow,both_wrong,both_wrong,127,Seaside Sparrow,123,Le-Conte Sparrow,4,5,126,Savannah Sparrow,126,Savannah Sparrow,3,3
3494,7160,123.Henslow_Sparrow/Henslow_Sparrow_0075_116805.jpg,122,Henslow Sparrow,both_wrong,both_wrong,126,Savannah Sparrow,126,Savannah Sparrow,,,120,Grasshopper Sparrow,120,Grasshopper Sparrow,4,4
3495,7162,123.Henslow_Sparrow/Henslow_Sparrow_0080_11360.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,5,4,120,Grasshopper Sparrow,118,Field Sparrow,3,3
3496,7165,123.Henslow_Sparrow/Henslow_Sparrow_0022_116835.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,5,4,120,Grasshopper Sparrow,120,Grasshopper Sparrow,3,3
3497,7167,123.Henslow_Sparrow/Henslow_Sparrow_0112_116845.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,2,2,120,Grasshopper Sparrow,120,Grasshopper Sparrow,2,3
3498,7169,123.Henslow_Sparrow/Henslow_Sparrow_0104_796541.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,3,2,120,Grasshopper Sparrow,130,Vesper Sparrow,3,3
3499,7170,123.Henslow_Sparrow/Henslow_Sparrow_0026_796542.jpg,122,Henslow Sparrow,both_wrong,both_wrong,126,Savannah Sparrow,126,Savannah Sparrow,2,3,120,Grasshopper Sparrow,120,Grasshopper Sparrow,5,5
3500,7172,123.Henslow_Sparrow/Henslow_Sparrow_0086_796545.jpg,122,Henslow Sparrow,both_wrong,both_wrong,126,Savannah Sparrow,126,Savannah Sparrow,2,2,126,Savannah Sparrow,120,Grasshopper Sparrow,3,4
3501,7173,123.Henslow_Sparrow/Henslow_Sparrow_0055_796557.jpg,122,Henslow Sparrow,both_wrong,both_correct,116,Clay-colored Sparrow,121,Harris Sparrow,3,2,122,Henslow Sparrow,122,Henslow Sparrow,1,1
3502,7174,123.Henslow_Sparrow/Henslow_Sparrow_0040_116882.jpg,122,Henslow Sparrow,both_wrong,both_wrong,116,Clay-colored Sparrow,120,Grasshopper Sparrow,6,5,120,Grasshopper Sparrow,120,Grasshopper Sparrow,2,3
3503,7175,123.Henslow_Sparrow/Henslow_Sparrow_0100_796565.jpg,122,Henslow Sparrow,both_wrong,both_correct,123,Le-Conte Sparrow,123,Le-Conte Sparrow,3,4,122,Henslow Sparrow,122,Henslow Sparrow,1,1
3504,7176,123.Henslow_Sparrow/Henslow_Sparrow_0099_796567.jpg,122,Henslow Sparrow,both_wrong,degraded,126,Savannah Sparrow,126,Savannah Sparrow,3,2,122,Henslow Sparrow,120,Grasshopper Sparrow,1,4
3505,7177,123.Henslow_Sparrow/Henslow_Sparrow_0011_796568.jpg,122,Henslow Sparrow,both_wrong,both_wrong,118,Field Sparrow,120,Grasshopper Sparrow,3,3,120,Grasshopper Sparrow,120,Grasshopper Sparrow,4,3
3506,7181,123.Henslow_Sparrow/Henslow_Sparrow_0041_796572.jpg,122,Henslow Sparrow,both_wrong,both_wrong,126,Savannah Sparrow,120,Grasshopper Sparrow,2,2,126,Savannah Sparrow,126,Savannah Sparrow,2,2
3507,7182,123.Henslow_Sparrow/Henslow_Sparrow_0028_796570.jpg,122,Henslow Sparrow,recovered,recovered,116,Clay-colored Sparrow,122,Henslow Sparrow,2,1,116,Clay-colored Sparrow,122,Henslow Sparrow,2,1
3508,7183,123.Henslow_Sparrow/Henslow_Sparrow_0109_796577.jpg,122,Henslow Sparrow,both_wrong,both_wrong,162,Cape-May Warbler,162,Cape-May Warbler,4,3,120,Grasshopper Sparrow,123,Le-Conte Sparrow,2,3
3509,7184,123.Henslow_Sparrow/Henslow_Sparrow_0013_796578.jpg,122,Henslow Sparrow,both_wrong,both_wrong,116,Clay-colored Sparrow,116,Clay-colored Sparrow,3,3,123,Le-Conte Sparrow,123,Le-Conte Sparrow,3,4
3510,7189,123.Henslow_Sparrow/Henslow_Sparrow_0084_796587.jpg,122,Henslow Sparrow,recovered,both_wrong,116,Clay-colored Sparrow,122,Henslow Sparrow,2,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,3,2
3511,7190,123.Henslow_Sparrow/Henslow_Sparrow_0039_796589.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,2,2,120,Grasshopper Sparrow,120,Grasshopper Sparrow,5,3
3512,7192,123.Henslow_Sparrow/Henslow_Sparrow_0108_796592.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,2,2,123,Le-Conte Sparrow,123,Le-Conte Sparrow,3,2
3513,7193,123.Henslow_Sparrow/Henslow_Sparrow_0015_796593.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,3,3,120,Grasshopper Sparrow,120,Grasshopper Sparrow,5,5
3514,7196,123.Henslow_Sparrow/Henslow_Sparrow_0010_796600.jpg,122,Henslow Sparrow,both_wrong,both_wrong,116,Clay-colored Sparrow,127,Seaside Sparrow,2,2,120,Grasshopper Sparrow,123,Le-Conte Sparrow,2,3
3515,7198,123.Henslow_Sparrow/Henslow_Sparrow_0034_796602.jpg,122,Henslow Sparrow,both_wrong,both_wrong,126,Savannah Sparrow,126,Savannah Sparrow,5,4,120,Grasshopper Sparrow,120,Grasshopper Sparrow,3,2
3516,7199,123.Henslow_Sparrow/Henslow_Sparrow_0033_796605.jpg,122,Henslow Sparrow,recovered,both_wrong,116,Clay-colored Sparrow,122,Henslow Sparrow,2,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,2,2
3517,7204,123.Henslow_Sparrow/Henslow_Sparrow_0068_796615.jpg,122,Henslow Sparrow,both_wrong,both_wrong,116,Clay-colored Sparrow,116,Clay-colored Sparrow,3,4,120,Grasshopper Sparrow,120,Grasshopper Sparrow,2,2
3518,7206,123.Henslow_Sparrow/Henslow_Sparrow_0060_796619.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,4,3,120,Grasshopper Sparrow,120,Grasshopper Sparrow,2,3
3519,7209,123.Henslow_Sparrow/Henslow_Sparrow_0056_796585.jpg,122,Henslow Sparrow,both_wrong,both_wrong,120,Grasshopper Sparrow,120,Grasshopper Sparrow,2,2,120,Grasshopper Sparrow,120,Grasshopper Sparrow,4,2
3520,7210,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0005_795137.jpg,123,Le-Conte Sparrow,both_correct,recovered,123,Le-Conte Sparrow,123,Le-Conte Sparrow,1,1,116,Clay-colored Sparrow,123,Le-Conte Sparrow,2,1
3521,7212,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0050_795143.jpg,123,Le-Conte Sparrow,recovered,recovered,116,Clay-colored Sparrow,123,Le-Conte Sparrow,4,1,116,Clay-colored Sparrow,123,Le-Conte Sparrow,3,1
3522,7213,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0006_795146.jpg,123,Le-Conte Sparrow,both_correct,recovered,123,Le-Conte Sparrow,123,Le-Conte Sparrow,1,1,126,Savannah Sparrow,123,Le-Conte Sparrow,2,1
3523,7219,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0023_795156.jpg,123,Le-Conte Sparrow,recovered,recovered,116,Clay-colored Sparrow,123,Le-Conte Sparrow,2,1,12,Bobolink,123,Le-Conte Sparrow,2,1
3524,7222,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0083_795163.jpg,123,Le-Conte Sparrow,recovered,recovered,116,Clay-colored Sparrow,123,Le-Conte Sparrow,4,1,116,Clay-colored Sparrow,123,Le-Conte Sparrow,4,1
3525,7223,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0010_795166.jpg,123,Le-Conte Sparrow,both_wrong,both_wrong,14,Lazuli Bunting,14,Lazuli Bunting,5,2,122,Henslow Sparrow,122,Henslow Sparrow,3,2
3526,7224,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0085_795167.jpg,123,Le-Conte Sparrow,recovered,both_correct,116,Clay-colored Sparrow,123,Le-Conte Sparrow,3,1,123,Le-Conte Sparrow,123,Le-Conte Sparrow,1,1
3527,7225,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0088_117040.jpg,123,Le-Conte Sparrow,recovered,both_wrong,116,Clay-colored Sparrow,123,Le-Conte Sparrow,2,1,116,Clay-colored Sparrow,116,Clay-colored Sparrow,2,2
3528,7226,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0086_795170.jpg,123,Le-Conte Sparrow,both_wrong,recovered,127,Seaside Sparrow,127,Seaside Sparrow,3,2,126,Savannah Sparrow,123,Le-Conte Sparrow,4,1
3529,7228,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0013_795176.jpg,123,Le-Conte Sparrow,both_wrong,recovered,127,Seaside Sparrow,127,Seaside Sparrow,3,3,116,Clay-colored Sparrow,123,Le-Conte Sparrow,2,1
3530,7233,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0097_795183.jpg,123,Le-Conte Sparrow,both_correct,recovered,123,Le-Conte Sparrow,123,Le-Conte Sparrow,1,1,120,Grasshopper Sparrow,123,Le-Conte Sparrow,7,1
3531,7236,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0053_795187.jpg,123,Le-Conte Sparrow,both_correct,both_wrong,123,Le-Conte Sparrow,123,Le-Conte Sparrow,1,1,122,Henslow Sparrow,122,Henslow Sparrow,6,2
3532,7237,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0025_795188.jpg,123,Le-Conte Sparrow,both_wrong,both_wrong,12,Bobolink,12,Bobolink,4,2,120,Grasshopper Sparrow,120,Grasshopper Sparrow,4,2
3533,7239,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0024_795190.jpg,123,Le-Conte Sparrow,recovered,recovered,116,Clay-colored Sparrow,123,Le-Conte Sparrow,2,1,116,Clay-colored Sparrow,123,Le-Conte Sparrow,3,1
3534,7240,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0047_795192.jpg,123,Le-Conte Sparrow,both_wrong,recovered,116,Clay-colored Sparrow,120,Grasshopper Sparrow,3,3,120,Grasshopper Sparrow,123,Le-Conte Sparrow,2,1
3535,7241,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0061_795194.jpg,123,Le-Conte Sparrow,recovered,both_wrong,124,Lincoln Sparrow,123,Le-Conte Sparrow,2,1,122,Henslow Sparrow,122,Henslow Sparrow,4,2
3536,7242,124.Le_Conte_Sparrow/Le_Conte_Sparrow_0102_795195.jpg,123,Le-Conte Sparrow,both_correct,both_wrong,123,Le-Conte Sparrow,123,Le-Conte Sparrow,1,1,120,Grasshopper Sparrow,120,Grasshopper Sparrow,2,2
